codigo_iccs,delito_iccs,glosa_iccs,glosa_match,nivel_1,nivel_2,nivel_3,nivel_4,seccion,descripcion,inclusiones,exclusiones,notas
8059,Otros actos ilicitos relacionados con la migracion,Otros actos ilícitos relacionados con la migración,True,8,805,8059,,"Actos contra el orden publico, la autoridad y las disposiciones del Estado","Actos ilícitos relacionados con la migración no descritos ni clasificados en 08051. - Migración, tal como se define en la nota 113.",Entrada ilegal/cruce ilegal de fronteras; utilización de un documento falsificado para entrar en un Estado; empleo o alojamiento ilegal de ciudadanos extranjeros; organizar o facilitar la permanencia ilegal de ciudadanos extranjeros,Aplicar todas las exclusiones enumeradas en 0805,"113 La migración es el traslado de una persona o un grupo de personas, a través de una frontera internacional o dentro de un Estado."
806,Actos contra el sistema de justicia,Actos contra el sistema de justicia,True,8,806,,,"Actos contra el orden publico, la autoridad y las disposiciones del Estado",Actos contrarios al funcionamiento del sistema de aplicación de la ley o el sistema de justicia.,Resistencia a la detención; violación de condiciones de la libertad bajo fianza; entorpecimiento de la justicia; perjurio; fuga; violación de orden judicial; incumplimiento de citación para formar parte de un jurado; desacato/insulto al tribunal; delito relacionado con la reglamentación penitenciaria; fingir la comisión de un delito/invención de pruebas; aplicar todas las inclusiones enumeradas en 08061 a 08069,Actos que causan la muerte (01); actos que equivalen a agresión o amenazas (0201),"116 El sistema de justicia es el sistema de aplicación de la ley que está vinculado directamente con la detención, el enjuiciamiento, la defensa, la condena y el castigo de presuntos delincuentes o personas halladas culpables de delitos."
8061,Obstruccion de la justicia,Obstrucción de la justicia,True,8,806,8061,,"Actos contra el orden publico, la autoridad y las disposiciones del Estado","Actos encaminados a obstruir, subvertir, falsear u obstaculizar procedimientos de justicia.","Entorpecimiento de la justicia; incomparecencia ante los tribunales o incumplimiento de citación para formar parte de un jurado; rendir testimonio falso/perjurio; destrucción, mutilación, invención o alteración de pruebas; impedir la comparecencia de un testigo, o amenazarlo o engañarlo, amenazar o intimidar a un magistrado o a funcionarios encargados de hacer cumplir la ley; fingir la comisión de un delito; omisión de denunciar un delito; facilitar información falsa; ayuda e incitación; intento de influir en un juicio imparcial",Aplicar todas las exclusiones enumeradas en 0806,"117 Los procedimientos de justicia se refieren, como mínimo, a los procedimientos que facilitan el sistema de justicia."
8062,Incumplimiento de ordenes judiciales,Incumplimiento de órdenes judiciales,True,8,806,8062,,"Actos contra el orden publico, la autoridad y las disposiciones del Estado","Actos encaminados a obstruir, subvertir u obstaculizar la ejecución eficaz de órdenes judiciales. - Sistema de justicia, tal como se define en la nota 116.",Resistencia a la detención; violación de condiciones de la libertad bajo fianza; fuga; evasión de la detención domiciliaria; violación de orden judicial; violación de libertad condicional; violación de libertad vigilada; violación de órdenes de detención por violencia doméstica u otras órdenes de alejamiento; violación de sanciones impuestas por el tribunal; retorno ilegal del destierro o exilio; desacato; delitos relacionados con la supervisión después de haber cumplido una pena de privación de libertad,Aplicar todas las exclusiones enumeradas en 0806,"116 El sistema de justicia es el sistema de aplicación de la ley que está vinculado directamente con la detención, el enjuiciamiento, la defensa, la condena y el castigo de presuntos delincuentes o personas halladas culpables de delitos. 118 Las órdenes judiciales se refieren, como mínimo, a las órdenes estipuladas por el sistema de justicia."
8063,Intencion delictiva,Intención delictiva,True,8,806,8063,,"Actos contra el orden publico, la autoridad y las disposiciones del Estado",Comportamiento que indica la intención de una persona de cometer un delito mediante la asociación con delincuentes o la posesión de medios u otros materiales con ese fin.,Intención delictiva; posesión ilícita de instrumentos utilizados en actos delictivos; posesión ilícita de medios de ocultamiento,Participación en las actividades de un grupo delictivo organizado (0905); aplicar todas las exclusiones enumeradas en 0806,
8064,Conspiracion,Conspiración,True,8,806,8064,,"Actos contra el orden publico, la autoridad y las disposiciones del Estado","Confabularse, asociarse o planificar con otras personas para cometer un delito.",Conspiración/planificación para cometer un delito; preparación,Conspiración para cometer asesinato (0101); conspiración para conseguir un aborto ilegal (0105); conspiración contra el Estado (0904); la conspiración para cometer un delito concreto también se registra con la etiqueta de conspiración; aplicar todas las exclusiones enumeradas en 0806,
8069,Otros actos contra el sistema de justicia,Otros actos contra el sistema de justicia,True,8,806,8069,,"Actos contra el orden publico, la autoridad y las disposiciones del Estado",Actos contrarios al funcionamiento del sistema de aplicación de la ley o el sistema de justicia no descritos ni clasificados en las categorías 08061 a 08064.,Insulto al tribunal; insulto a funcionarios encargados de hacer cumplir la ley; delito relacionado con la reglamentación penitenciaria; instigación a delinquir,Aplicar todas las exclusiones enumeradas en 0806,
807,Actos relacionados con las elecciones democraticas,Actos relacionados con las elecciones democráticas,True,8,807,,,"Actos contra el orden publico, la autoridad y las disposiciones del Estado",Actos relacionados con las elecciones democráticas.,Compra de votos; fraude electoral; violación de las leyes de financiación de campañas electorales; aplicar todas las inclusiones enumeradas en 08071 a 08079,,119 Las elecciones democráticas son un proceso formal de adopción de decisiones en el que una población elige a determinadas personas para que ocupen cargos públicos.
8071,Actos encaminados a influir indebidamente en los votantes en elecciones,Actos encaminados a influir indebidamente en los votantes en elecciones,True,8,807,8071,,"Actos contra el orden publico, la autoridad y las disposiciones del Estado","Actos encaminados a influir indebidamente en los votantes en elecciones mediante beneficios económicos o de otro tipo, o con amenazas.",Compra de votos; coacción del voto,"Exigir un curso de acción determinado no relacionado con las elecciones democráticas mediante intimidación, amenazas de daño físico o de violencia (0205); un comportamiento, contacto o declaración comunicada por una persona con la intención de causar daño a otra persona (08071); obtención de dinero u otros beneficios o evasión de responsabilidades por medios engañosos o conducta deshonesta no relacionada con las elecciones democráticas (0701)",
8079,Otros actos relacionados con las elecciones democraticas,Otros actos relacionados con las elecciones democráticas,True,8,807,8079,,"Actos contra el orden publico, la autoridad y las disposiciones del Estado","Actos relacionados con las elecciones democráticas no descritos ni clasificados en 08071. - Elecciones democráticas, tal como se definen en la nota 119.",Fraude electoral; violación de las leyes de financiación de campañas electorales; manipulación ilícita del proceso democrático durante períodos electorales,Obtención de dinero u otros beneficios o evasión de responsabilidades por medios engañosos o conducta deshonesta no relacionada con las elecciones democráticas (0701),119 Las elecciones democráticas son un proceso formal de adopción de decisiones en el que una población elige a determinadas personas para que ocupen cargos públicos.
808,Actos contrarios al derecho laboral,Actos contrarios al derecho laboral,True,8,808,,,"Actos contra el orden publico, la autoridad y las disposiciones del Estado",Actos delictivos contrarios al derecho laboral.,Delitos relacionados con el empleo o tipificados en el derecho laboral; delitos tipificados en el derecho industrial; delitos relacionados con el salario mínimo; trabajo infantil; traslado arbitrario del empleo y despido arbitrario; aplicar todas las inclusiones enumeradas en 08081 y 08082,Empleo ilegal de ciudadanos extranjeros (0805); negligencia (0206); mala praxis (02062); actos que ponen en peligro la salud y la seguridad (0902); discriminación en relación con el sueldo o el empleo (02010); trabajo forzoso (02032); trata de personas con fines de trabajo forzoso (02042),120 El derecho laboral es un conjunto de normas promulgadas con el fin de proteger a los trabajadores y la seguridad del entorno laboral o determinados aspectos de las relaciones entre empleador y empleado.
8081,Violaciones del derecho laboral colectivo,Violaciones del derecho laboral colectivo,True,8,808,8081,,"Actos contra el orden publico, la autoridad y las disposiciones del Estado",Actos delictivos contrarios al derecho laboral colectivo.,Actos contra la negociación colectiva; delitos sindicales,Aplicar todas las exclusiones enumeradas en 0808,121 El derecho laboral colectivo comprende normas en materia de negociación colectiva y sobre las organizaciones colectivas y sus relaciones entre sí y respecto del empleador y el empleado.
8082,Violaciones del derecho laboral individual,Violaciones del derecho laboral individual,True,8,808,8082,,"Actos contra el orden publico, la autoridad y las disposiciones del Estado",Actos delictivos contrarios al derecho laboral individual.,Delitos relacionados con salarios y contratos; traslado arbitrario del empleo y despido arbitrario,Hostigamiento en el trabajo (02071); hostigamiento sexual (030122); aplicar todas las exclusiones enumeradas en 0808,122 El derecho laboral individual consiste en todo el acervo de normas vinculadas con la relación laboral individual existente entre el empleador y el empleado.
809,"Otros actos contra el orden publico, la autoridad y las disposiciones del Estado","Otros actos contra el orden público, la autoridad y las disposiciones del Estado",True,8,809,,,"Actos contra el orden publico, la autoridad y las disposiciones del Estado","Actos contra el orden público, la autoridad y las disposiciones del Estado no descritos ni clasificados en las categorías 0801 a 0808.","Disposiciones penales relacionadas con el derecho de familia, incluida la concesión, recepción o solicitud ilícitas de una dote (excluidos los delitos violentos en el seno de la familia y los delitos de desatención de niños o abandono); insulto al soberano, el Estado, la nación o los símbolos del Estado; no declarar un parto a las autoridades; encontrar a un niño y no declararlo a las autoridades; sustitución de un niño por otro",Aplicar todas las exclusiones enumeradas en 0801 a 0808,
901,"Actos relacionados con armas, explosivos y otros materiales destructivos","Actos relacionados con armas, explosivos y otros materiales destructivos",True,9,901,,,Actos contra la seguridad publica y la seguridad del Estado,"Posesión, uso, fabricación, importación, exportación, adquisición, venta, entrega o traslado o transferencia de armas de fuego, sus piezas y componentes y municiones, otras armas o explosivos.",Tráfico de armas; posesión o porte ilegal de un arma; aplicar todas las inclusiones enumeradas en 09011 a 09019,"El uso de armas, explosivos u otros materiales destructivos para cometer un delito se codifica según el delito concreto; la utilización de armas para cometer un delito puede identificarse con la desagregación adicional por hecho relacionado con las armas","123 Oficina de las Naciones Unidas contra la Droga y el Delito. Protocolo contra la Fabricación y el Tráfico Ilícitos de Armas de Fuego, sus Piezas y Componentes y Municiones..."
9011,Posesion o uso de armas y explosivos,Posesión o uso de armas y explosivos,True,9,901,9011,,Actos contra la seguridad publica y la seguridad del Estado,"Posesión o uso ilícitos de armas de fuego fiscalizadas o prohibidas, sus piezas y componentes, municiones, otras armas o explosivos.","Posesión de armas de fuego prohibidas o no registradas, o de sus piezas y componentes o municiones, de otras armas, como gases o explosivos o materiales químicos, biológicos o radiactivos; obtención o uso ilícitos de armas o explosivos sin permiso; disparos ilegales de armas; aplicar todas las inclusiones enumeradas en 090111 a 090119",Aplicar todas las exclusiones enumeradas en 0901,
90111,Posesion o uso ilicitos de armas de fuego,Posesión o uso ilícitos de armas de fuego,True,9,901,9011,90111,Actos contra la seguridad publica y la seguridad del Estado,"Posesión o uso ilícitos de armas de fuego reguladas o prohibidas, o de sus piezas y componentes o municiones.",Posesión y porte de armas cortas sin licencia; disparos ilegales de armas,Aplicar todas las exclusiones enumeradas en 09011,
90112,Posesion o uso ilicitos de otras armas o explosivos,Posesión o uso ilícitos de otras armas o explosivos,True,9,901,9011,90112,Actos contra la seguridad publica y la seguridad del Estado,Posesión o uso ilícitos de armas o explosivos fiscalizados o prohibidos.,Posesión de armas prohibidas o no registradas que no se consideren armas de fuego; obtención o uso ilícitos de explosivos sin permiso,Aplicar todas las exclusiones enumeradas en 09011,
90113,"Posesion o uso ilicitos de materiales quimicos, biologicos o radiactivos","Posesión o uso ilícitos de materiales químicos, biológicos o radiactivos",True,9,901,9011,90113,Actos contra la seguridad publica y la seguridad del Estado,"Posesión o uso ilícitos de materiales químicos, biológicos, radiactivos o nucleares prohibidos o reglamentados.",Obtención o posesión de materiales prohibidos o no registrados,Aplicar todas las exclusiones enumeradas en 09011,124 La posesión ilegal incluye actos conexos tipificados en los instrumentos jurídicos universales de lucha contra el terrorismo.
90119,Otros actos relacionados con la posesion o uso de armas y explosivos,Otros actos relacionados con posesión o uso de armas y explosivos,False,9,901,9011,90119,Actos contra la seguridad publica y la seguridad del Estado,Actos relacionados con la posesión o uso de armas y explosivos no descritos ni clasificados en las categorías 090111 a 090113.,"Falsificación, obliteración, supresión o alteración de marcas de armas de fuego; delitos relacionados con fuegos artificiales; almacenamiento ilícito de armas de fuego o explosivos; posesión de artículos que pongan en peligro la vida",Aplicar todas las exclusiones enumeradas en 09011,
9012,Trafico de armas y explosivos,Tráfico de armas y explosivos,True,9,901,9012,,Actos contra la seguridad publica y la seguridad del Estado,"Tráfico de armas o explosivos. - Tráfico, tal como se define en la nota 125.","Fabricación y tráfico de armas de fuego, piezas, componentes y municiones, armas o explosivos fiscalizados o prohibidos, materiales químicos, biológicos o radiactivos; venta sin la licencia correspondiente o a un comprador no autorizado; importación o exportación no autorizadas; aplicar todas las inclusiones enumeradas en 090121 a 090129",Delitos de importación o exportación (08042); delitos aduaneros (08041); aplicar todas las exclusiones enumeradas en 0901,"125 El tráfico se refiere, como mínimo, a la fabricación, importación o exportación, adquisición, venta, entrega, producción, traslado o transferencia ilícitos de los bienes de que se trate."
90121,Trafico de armas de fuego,Tráfico de armas de fuego,True,9,901,9012,90121,Actos contra la seguridad publica y la seguridad del Estado,"Tráfico de armas de fuego, sus piezas y componentes y municiones. - Tráfico, tal como se define en la nota 125.","Fabricación y tráfico de armas de fuego, piezas, componentes y municiones; tráfico de armas de fuego",Aplicar todas las exclusiones enumeradas en 09012,"125 El tráfico se refiere, como mínimo, a la fabricación, importación o exportación, adquisición, venta, entrega, producción, traslado o transferencia ilícitos de los bienes de que se trate."
90122,Trafico de otras armas o explosivos,Tráfico de otras armas o explosivos,True,9,901,9012,90122,Actos contra la seguridad publica y la seguridad del Estado,"Tráfico de armas o explosivos fiscalizados o prohibidos. - Tráfico, tal como se define en la nota 125.","Fabricación, producción o tráfico de armas o explosivos prohibidos",Aplicar todas las exclusiones enumeradas en 09012,"125 El tráfico se refiere, como mínimo, a la fabricación, importación o exportación, adquisición, venta, entrega, producción, traslado o transferencia ilícitos de los bienes de que se trate."
90123,"Trafico de materiales quimicos, biologicos o radiactivos","Tráfico de materiales químicos, biológicos o radiactivos",True,9,901,9012,90123,Actos contra la seguridad publica y la seguridad del Estado,"Tráfico de materiales químicos, biológicos, radiactivos o nucleares regulados o prohibidos. - Tráfico, tal como se define en la nota 125.","Fabricación, producción o tráfico de materiales químicos, biológicos o radiactivos",Aplicar todas las exclusiones enumeradas en 09012,"125 El tráfico se refiere, como mínimo, a la fabricación, importación o exportación, adquisición, venta, entrega, producción, traslado o transferencia ilícitos de los bienes de que se trate."
90129,Otros actos relacionados con el trafico de armas y explosivos,Otros actos relacionados con el tráfico de armas y explosivos,True,9,901,9012,90129,Actos contra la seguridad publica y la seguridad del Estado,"Tráfico de armas y explosivos no descrito ni clasificado en las categorías 090121 a 090123. - Tráfico, tal como se define en la nota 125.","Tráfico de equipo para la fabricación, producción o cultivo ilícitos de drogas sujetas a fiscalización [sic]",Aplicar todas las exclusiones enumeradas en 09012,"125 El tráfico se refiere, como mínimo, a la fabricación, importación o exportación, adquisición, venta, entrega, producción, traslado o transferencia ilícitos de los bienes de que se trate."
9019,Otros actos relacionados con armas y explosivos,Otros actos relacionados con armas y explosivos,True,9,901,9019,,Actos contra la seguridad publica y la seguridad del Estado,Actos relacionados con armas y explosivos no descritos ni clasificados en las categorías 09011 y 09012.,Enseñanza colectiva ilegal del uso de armas,Aplicar todas las exclusiones enumeradas en 0901,
902,Actos contra la salud y la seguridad,Actos contra la salud y la seguridad,True,9,902,,,Actos contra la seguridad publica y la seguridad del Estado,Actos que tienen posibilidades de causar daño a la salud y la seguridad humanas.,Delitos contra la salud y la seguridad en el trabajo; delitos contra la seguridad del transporte público; delitos contra la salud pública; fabricación de productos que entrañen un riesgo para la salud y la seguridad; transmisión de enfermedades infecciosas; violación de cuarentenas; delitos relacionados con productos farmacéuticos; delitos en materia de saneamiento que no equivalen a la adulteración de alimentos o la venta de alimentos o bebidas nocivos; aplicar todas las inclusiones enumeradas en 09021 a 09029,Actos que ponen en peligro la salud o posibilidad de infligir lesiones corporales a una persona debido a los actos peligrosos de otra persona (02071); actos negligentes (0206); mala praxis (02062); posibilidades de causar daño a la salud humana relacionadas con el uso o la manipulación de sustancias psicoactivas sujetas a fiscalización (06); falsificación de medicamentos y de fármacos de venta con receta (07022),"73 La salud es, como mínimo, la condición de estar libre de enfermedades o lesiones. 126 La seguridad se refiere, como mínimo, a la condición de estar protegido frente a daños o lesiones. 127 Los delitos relacionados con productos farmacéuticos incluyen el hecho de almacenar, transportar y distribuir productos médicos sin cumplir los requisitos reglamentarios..."
9021,Actos contra la salud y la seguridad en el trabajo,Actos contra la salud y la seguridad en el trabajo,True,9,902,9021,,Actos contra la seguridad publica y la seguridad del Estado,"Actos con posibilidades de causar daño a la salud y la seguridad humanas en el trabajo. - Salud, tal como se define en la nota 73. - Seguridad, tal como se define en la nota 126.",Delitos contra la salud y la seguridad en el trabajo; delitos contra la seguridad del transporte público; delitos relacionados con productos farmacéuticos,"Adulteración de alimentos, venta de alimentos o bebidas nocivos, y otros actos que ponen en peligro la salud (02071); falsificación de medicamentos y de fármacos de venta con receta (07022); aplicar todas las exclusiones enumeradas en 0902","73 La salud es, como mínimo, la condición de estar libre de enfermedades o lesiones. 126 La seguridad se refiere, como mínimo, a la condición de estar protegido frente a daños o lesiones."
9029,Otros actos contra la salud y la seguridad,Otros actos contra la salud y la seguridad,True,9,902,9029,,Actos contra la seguridad publica y la seguridad del Estado,"Actos con posibilidades de causar daño a la salud y la seguridad humanas fuera del trabajo. - Salud, tal como se define en la nota 73. - Seguridad, tal como se define en la nota 126.",,Aplicar todas las exclusiones enumeradas en 0902,"73 La salud es, como mínimo, la condición de estar libre de enfermedades o lesiones. 126 La seguridad se refiere, como mínimo, a la condición de estar protegido frente a daños o lesiones."
903,Actos contra sistemas informaticos,Actos contra sistemas informáticos,True,9,903,,,Actos contra la seguridad publica y la seguridad del Estado,"Acceso, interceptación, injerencia o uso indebido sin autorización de datos o sistemas informáticos.",Aplicar todas las inclusiones enumeradas en 09031 a 09039,"Posesión, distribución o creación de pornografía infantil con sistemas informáticos (030221); robo o piratería de programas informáticos (0503); posesión, distribución o creación de pornografía con sistemas informáticos (08022); fraude y robo con sistemas informáticos (0701) o (0502)","128 Los datos informáticos se refieren, como mínimo, a cualquier representación de hechos, información o conceptos, en un formato de lectura mecánica... Un sistema computacional o informático es, como mínimo, un dispositivo o un grupo de dispositivos interconectados... Un programa computacional o informático se refiere, como mínimo, a instrucciones en un formato de lectura mecánica..."
9031,Acceso ilicito a sistemas informaticos,Acceso ilícito a sistemas informáticos,True,9,903,9031,,Actos contra la seguridad publica y la seguridad del Estado,"Actos ilícitos relacionados con la entrada a una parte o a la totalidad de un sistema informático sin autorización ni justificación. - Sistemas informáticos, tal como se definen en la nota 128.",Acceso a sistemas informáticos sin derecho; piratería informática,Acceso ilícito a archivos informáticos privados equivalente a la intromisión en la intimidad de una persona (02011); aplicar todas las exclusiones enumeradas en 0903,"129 El acceso se refiere, como mínimo, a la posibilidad de utilizar, entrar, ver, mostrar, impartir instrucciones o comunicarse; de almacenar o recuperar datos..."
9032,Injerencia ilicita en sistemas o datos informaticos,Injerencia ilícita en sistemas o datos informáticos,True,9,903,9032,,Actos contra la seguridad publica y la seguridad del Estado,"Actos ilícitos que obstaculizan el funcionamiento de sistemas informáticos, así como actos encaminados a dañar, borrar, deteriorar, alterar o suprimir datos informáticos sin autorización ni justificación. - Sistemas informáticos, tal como se definen en la nota 128. - Datos informáticos, tal como se definen en la nota 128.","Mutilación, eliminación, alteración o supresión de datos informáticos; obstaculización del funcionamiento de sistemas informáticos; ataque de denegación de servicio, eliminación de archivos de sistemas informáticos sin autorización; daños a sistemas informáticos; aplicar todas las inclusiones enumeradas en 090321 a 090322",Daño a bienes que no sean datos informáticos (0504); aplicar todas las exclusiones enumeradas en 0903,130 Oficina de las Naciones Unidas contra la Droga y el Delito. Estudio Exhaustivo del Problema del Delito Cibernético. 2013.
90321,Injerencia ilicita en sistemas informaticos,Injerencia ilícita en sistemas informáticos,True,9,903,9032,90321,Actos contra la seguridad publica y la seguridad del Estado,"Actos ilícitos que obstaculizan el funcionamiento de sistemas informáticos. - Sistemas informáticos, tal como se definen en la nota 128.",Obstaculización del funcionamiento de sistemas informáticos; ataque de denegación de servicio; daños a sistemas informáticos,Aplicar todas las exclusiones enumeradas en 09032,
90322,Injerencia ilicita en datos informaticos,Injerencia ilícita en datos informáticos,True,9,903,9032,90322,Actos contra la seguridad publica y la seguridad del Estado,"Actos encaminados a dañar, borrar, deteriorar, alterar o suprimir datos informáticos sin autorización ni justificación. - Datos informáticos, tal como se definen en la nota 128.","Actos encaminados a dañar, borrar, deteriorar, alterar o suprimir datos informáticos o archivos de sistemas informáticos sin autorización ni justificación",Aplicar todas las exclusiones enumeradas en 09032,
9033,Interceptacion o acceso ilicitos a datos informaticos,Interceptación o acceso ilícitos a datos informáticos,True,9,903,9033,,Actos contra la seguridad publica y la seguridad del Estado,"Actos ilícitos relacionados con la obtención de acceso a datos informáticos sin autorización ni justificación, incluida la obtención de datos durante un proceso de transmisión que no debería ser público, así como la obtención de datos informáticos (por ejemplo, mediante la copia de datos) sin autorización. - Acceso, tal como se define en la nota 129. - Datos informáticos, tal como se definen en la nota 128.","Interceptación de datos informáticos sin derecho; grabación de transmisiones sin derecho en una red inalámbrica, copia de archivos informáticos sin autorización",Acceso ilícito a archivos informáticos privados equivalente a la intromisión en la intimidad de una persona (02011); aplicar todas las exclusiones enumeradas en 0903,"129 El acceso se refiere, como mínimo, a la posibilidad de utilizar, entrar, ver, mostrar, impartir instrucciones o comunicarse..."
9039,Otros actos contra sistemas informaticos,Otros actos contra sistemas informáticos,True,9,903,9039,,Actos contra la seguridad publica y la seguridad del Estado,"Actos contra sistemas informáticos no descritos ni clasificados en las categorías 09031 a 09033. - Sistemas informáticos, tal como se definen en la nota 128.","Producción, venta, obtención, importación, distribución o posesión de instrumentos destinados a un uso informático indebido",Aplicar todas las exclusiones enumeradas en 0903,
904,Actos contra la seguridad del Estado,Actos contra la seguridad del Estado,True,9,904,,,Actos contra la seguridad publica y la seguridad del Estado,Actos dirigidos contra la integridad del Estado.,Traición; espionaje; revelación de secretos oficiales; delitos contra la seguridad o las operaciones del gobierno; delitos relacionados con el servicio militar que no equivalen a crímenes de guerra; conspiración contra el Estado; sabotaje; librar una guerra o intentar librar una guerra contra el gobierno que no equivalen al crimen internacional de agresión; usurpación; actos contra el rey o la familia real; sedición,"Promesa, ofrecimiento, concesión, solicitud o aceptación de un beneficio indebido para que una persona siga o se abstenga de seguir un curso de acción determinado (0703); disturbios y alteraciones violentas del orden (08011); delitos militares que no estén relacionados con el servicio militar","131 La integridad se refiere, como mínimo, a la aplicación de valores, principios y normas en las operaciones cotidianas del Estado y sus organizaciones del sector público."
905,Actos relacionados con grupos delictivos organizados,Actos relacionados con grupos delictivos organizados,True,9,905,,,Actos contra la seguridad publica y la seguridad del Estado,Participación en las actividades de un grupo delictivo organizado.,Participación en un grupo delictivo organizado; aplicar todas las inclusiones enumeradas en 09051 a 09059,Los delitos cometidos mediante la participación de la delincuencia organizada se clasifican según el delito particular; los delitos cometidos por grupos delictivos organizados pueden identificarse mediante la desagregación por contexto organizacional,132 Un grupo delictivo organizado es un grupo estructurado de tres o más personas que exista durante cierto tiempo y que actúe concertadamente con el propósito de cometer uno o más delitos graves...
9051,Participacion en un grupo delictivo organizado,Participación en un grupo delictivo organizado,True,9,905,9051,,Actos contra la seguridad publica y la seguridad del Estado,"Participación en las actividades de un grupo delictivo organizado. - Grupo delictivo organizado, tal como se define en la nota 132.",Participación en un grupo delictivo organizado,Los delitos cometidos mediante la participación de un grupo delictivo organizado se clasifican según el delito particular; el vínculo con un grupo delictivo organizado se identifica mediante la desagregación por contexto situacional; aplicar todas las exclusiones enumeradas en 0905,132 Un grupo delictivo organizado es un grupo estructurado de tres o más personas que exista durante cierto tiempo y que actúe concertadamente con el propósito de cometer uno o más delitos graves...
9059,Otros actos relacionados con grupos delictivos organizados,Otros actos relacionados con grupos delictivos organizados,True,9,905,9059,,Actos contra la seguridad publica y la seguridad del Estado,Actos relacionados con grupos delictivos organizados no descritos ni clasificados en la categoría 09051.,,Aplicar todas las exclusiones enumeradas en 0905,
906,Terrorismo,Terrorismo,True,9,906,,,Actos contra la seguridad publica y la seguridad del Estado,Participación en las actividades de un grupo terrorista u otros actos individuales o colectivos relacionados con delitos de terrorismo.,Participación o pertenencia a un grupo terrorista; reclutamiento o adiestramiento con fines terroristas; financiación del terrorismo; incitación al terrorismo; aplicar todas las inclusiones enumeradas en 09061 a 09069,Muerte como resultado de actividades terroristas (0101); un delito de terrorismo se clasifica según el delito particular; el vínculo con el terrorismo o con un grupo terrorista puede identificarse mediante la desagregación por contexto situacional,"133 Un delito de terrorismo se refiere a todo acto establecido de conformidad con los instrumentos jurídicos universales de lucha contra el terrorismo, o cometido con la intención de causar la muerte o lesiones corporales graves a civiles..."
9061,Participacion en un grupo terrorista,Participación en un grupo terrorista,True,9,906,9061,,Actos contra la seguridad publica y la seguridad del Estado,"Participación en las actividades de un grupo con el fin de cometer uno o más delitos de terrorismo. - Delito de terrorismo, tal como se define en la nota 133.",Participación o militancia en un grupo terrorista,Aplicar todas las exclusiones enumeradas en 0906,"133 Un delito de terrorismo se refiere a todo acto establecido de conformidad con los instrumentos jurídicos universales de lucha contra el terrorismo, o cometido con la intención de causar la muerte o lesiones corporales graves a civiles..."
9062,Financiacion del terrorismo,Financiación del terrorismo,True,9,906,9062,,Actos contra la seguridad publica y la seguridad del Estado,"Financiación de actos terroristas, de terroristas individuales u organizaciones terroristas. - Financiación, tal como se define en la nota 134.",Financiación del terrorismo; financiación de grupos terroristas,Aplicar todas las exclusiones enumeradas en 0906,"134 La financiación se refiere a proveer o recolectar fondos con la intención de que se utilicen, o a sabiendas de que serán utilizados, en todo o en parte, para cometer actos terroristas."
9069,Otros actos relacionados con las actividades de grupos terroristas,Otros actos relacionados con las actividades de un grupo terrorista,False,9,906,9069,,Actos contra la seguridad publica y la seguridad del Estado,"Actos relacionados con las actividades de un grupo terrorista no descritos ni clasificados en las categorías 09061 y 09062. - Delito de terrorismo, tal como se define en la nota 133.",Reclutamiento o adiestramiento con fines terroristas; incitación al terrorismo,Aplicar todas las exclusiones enumeradas en 0906,"133 Un delito de terrorismo se refiere a todo acto establecido de conformidad con los instrumentos jurídicos universales de lucha contra el terrorismo, o cometido con la intención de causar la muerte o lesiones corporales graves a civiles..."
907,Infracciones de trafico no lesivas,Infracciones de tráfico no lesivas,True,9,907,,,Actos contra la seguridad publica y la seguridad del Estado,"Actos delictivos cometidos por una persona, tipificados en el código y las reglas del tránsito, que no provocan lesiones o muerte.","Delitos relacionados con la matriculación, la conducción, el registro o las inspecciones técnicas de vehículos; exceso de velocidad; violación de normas de seguridad, reglamentos en materia de registro de vehículos, normas relacionadas con el permiso de conducir","Lesiones corporales o posibilidad de infligir lesiones corporales a una persona debido al comportamiento negligente, irresponsable o descuidado de otra persona mientras se tiene el control de un vehículo (02063); utilización de un vehículo bajo los efectos de sustancias psicoactivas (02072); atropello con fuga que cause daños a la propiedad (0504); atropello con fuga que cause lesiones corporales (02063)",
909,Otros actos contra la seguridad publica y la seguridad del Estado,,False,9,909,,,Actos contra la seguridad publica y la seguridad del Estado,,,,
1001,Actos que causan contaminacion o degradacion del medio ambiente,Actos que causan contaminación o degradación del medio ambiente,True,10,1001,,,Actos contra el entorno natural,Actos que provocan la contaminación del entorno natural.,"Contaminación del aire, el agua y el suelo; aplicar todas las inclusiones enumeradas en 10011 a 10019","Contaminación o degradación mediante el traslado o vertimiento ilícitos de desechos (1002); delitos relacionados con la basura (0801); destrucción, daños o degradación intencional de propiedad pública o privada (0504)","135 El entorno natural se refiere, como mínimo, al entorno en el que tiene lugar la interacción de todas las especies vivas."
10011,Actos que causan la contaminacion o degradacion del aire,Actos que causan la contaminación o degradación del aire,True,10,1001,10011,,Actos contra el entorno natural,Actos que provocan la contaminación o la degradación del aire.,Contaminación del aire,"Contaminación del aire causada por la minería ilegal, la tala ilegal u otros actos que provocan el agotamiento o la degradación de los recursos naturales (1004); aplicar todas las exclusiones enumeradas en 1001","136 Por contaminación del aire se entiende la contaminación directa o indirecta del medio interno o externo con cualquier agente químico, físico o biológico que modifique las características naturales de la atmósfera."
