cnp_codigo,cnp_glosa,cnp_descripcion,cnp_familia,iccs_elegido,iccs_glosa_elegida,confianza,justificacion,exclusiones_aplicadas
21001,Injurias y calumnias por medios de comunicación social,Penalidad especial para las injurias y calumnias cometidas a través de medios de comunicación social.,LIBERTAD DE OPINIÓN E INFORMACIÓN,209,Difamación o insulto,alta,"El delito CNP se refiere a injurias y calumnias cometidas a través de medios de comunicación social, lo cual se alinea con la definición de 'Difamación o insulto' en el ICCS 209. Este código incluye las categorías de difamación, libelo, insulto, calumnia e injuria, que son precisamente los elementos del delito nacional. Además, el código 209 es más general y preciso para este caso, ya que abarca el uso de medios de comunicación social, que no se limita a características o creencias específicas.",
21002,Ultraje público a las buenas costumbres por medios de comunicación social,"Castiga a quienes cometan alguno de los delitos de ultraje público a las buenas costumbres contemplados en los artículos 373 y 374 del Código Penal, a través de un medio de comunicación social. El artículo 373 sanciona a los que de cualquier modo ofendieren el pudor o las buenas costumbres con hechos de grave escándalo o trascendencia no comprendidos expresamente en otros artículos del Código Penal. El artículo 374 sanciona al que vendiere, distribuyere o exhibiere canciones, folletos u otros escritos, impresos o no, figuras o estampas contrarios a las buenas costumbres y al autor del manuscrito, de la figura o de la estampa o el que los hubiere reproducido por un procedimiento cualquiera que no sea la imprenta.",LIBERTAD DE OPINIÓN E INFORMACIÓN,80329,Otros actos relacionados con expresiones de creencias y normas sociales controladas,alta,"El delito CNP se relaciona con la difusión de materiales contrarios a las buenas costumbres, lo que se alinea con la glosa de 80329, que abarca actos de control de expresión no descritos en otras categorías. La nota 110 del ICCS 80329 menciona la libertad de expresión, lo cual es compatible con la familia del delito CNP (LIBERTAD DE OPINIÓN E INFORMACIÓN).",
21003,Divulgación de identidad de menores por medios de comunicación social,"Prohíbe la divulgación, por cualquier medio de comunicación social, de la identidad de menores de edad que sean autores, cómplices, encubridores o testigos de delitos, o de cualquier otro antecedente que conduzca a ella.",LIBERTAD DE OPINIÓN E INFORMACIÓN,11021,Delitos en razón de la condición de menor de edad,alta,"El delito CNP se relaciona con la divulgación de identidad de menores, lo cual se ajusta a la definición de 'Delitos en razón de la condición de menor de edad' en el ICCS 11021. No se aplican exclusiones que descarten este delito, ya que no se menciona en las exclusiones de este código.",
21099,Otras faltas y delitos de la Ley 19.733,"Artículo 31: Sanciona al que, por cualquier medio de comunicación social, realizare publicaciones o transmisiones destinadas a promover odio u hostilidad respecto de personas o colectividades en razón de su raza, sexo, religión o nacionalidad. Artículo  33 inciso segundo: Sanciona la divulgación, por cualquier medio de comunicación social, de la identidad de víctimas de algunos de los delitos contemplados en el Título VII, “Crímenes y simples delitos contra el orden de las familias y contra la moralidad pública”, del Libro II del Código Penal, a menos que consientan expresamente en la divulgación. Artículo 36: Sanciona al que, fuera de los casos previstos por la Constitución o la Ley, y en el ejercicio de funciones públicas, obstaculizare o impidiere la libre difusión de opiniones o informaciones a través de cualquier medio de comunicación social. En este código debe contemplarse también cualquier otra falta o delito distinto de los anteriores que se origine en una infracción a esta Ley y que no pueda clasificarse en otro código específico, incluyendo aquéllos que se puedan incorporar a ésta en el futuro.",LIBERTAD DE OPINIÓN E INFORMACIÓN,80322,Violaciones de las normas sobre intolerancia e incitación al odio,alta,"El delito CNP se centra en la promoción de odio u hostilidad por medio de comunicación social, lo cual se alinea directamente con la glosa de 80322: 'Violaciones de las normas sobre intolerancia e incitación al odio'. Además, la sección ICCS 'Actos contra el orden público, la autoridad y las disposiciones del Estado' es compatible con el marco jurídico del delito. No se aplican exclusiones que descarten este código.",
22100,Maltrato habitual (violencia intrafamiliar),"Se refiere al ejercicio habitual de violencia física, psíquica o económica de quien tenga o haya tenido la calidad de cónyuge del ofensor o una relación de convivencia con él; o sea pariente por consanguinidad o por afinidad en toda la línea recta o en la colateral hasta el tercer grado inclusive, del ofensor o de su cónyuge o de su actual conviviente.",VIOLENCIA INTRAFAMILIAR,3012,Agresión sexual,alta,"El delito CNP se refiere a la violencia intrafamiliar, que se ajusta a la definición de 'agresión sexual' en el ICCS 3012, que incluye actos sexuales no deseados. Las exclusiones aplicadas descartan categorías como violación (03011) y otros actos de violencia sexual no relacionados con la dinámica familiar.",Violación (03011); aplicar todas las exclusiones enumeradas en 0301
22101,Incumplimiento reiterado de pago de pensión alimenticia,"El que estando obligado al pago de pensiones de alimentos, y con el objeto de menoscabar o controlar la posición económica de la mujer incumpliere reiteradamente el pago de la pensión de alimentos, será sancionado con las penas del artículo 14 de esta ley. Se entenderá, en este caso, que existe un incumplimiento reiterado cuando el deudor permanezca por más de 120 días en el Registro Nacional de Deudores de Pensiones de Alimentos."".",VIOLENCIA INTRAFAMILIAR,8062,Incumplimiento de órdenes judiciales,alta,"El delito CNP se centra en el incumplimiento reiterado del pago de pensión alimenticia con el objetivo de menoscabar la posición económica de la mujer. Este movil se alinea con el incumplimiento de órdenes judiciales, ya que el pago de pensiones puede estar vinculado a órdenes judiciales. Además, el código 8062 incluye la violación de órdenes judiciales, lo cual es compatible con el marco legal del delito.",Aplicar todas las exclusiones enumeradas en 0806
22200,Crímenes lesa humanidad y genocidio Ley 20.357,Tipifica crímenes de lesa humanidad y genocidio; define los crímenes y delitos de guerra y castiga los crímenes cometidos en caso de conflicto armado.,INFRACCIÓN A OTROS TEXTOS LEGALES,11015,Crímenes de lesa humanidad,alta,"El delito CNP 22200 tipifica crímenes de lesa humanidad, que coinciden directamente con la glosa del ICCS 11015. La descripción del ICCS 11015 abarca actos como asesinato, exterminación, violación, persecución y otros actos inhumanos cometidos como parte de un ataque generalizado o sistemático contra una población civil, lo cual se alinea con la definición del CNP. No hay exclusiones que descarten este candidato.",
22300,Ley Responsabilidad Penal Personas jurídicas Ley 20.393,,LEY 20.393 SOBRE RESPONSABILIDAD PERSONAS JURÍDICAS,804,Actos contrarios a las disposiciones relativas a los ingresos públicos u otras disposiciones regulatorias,alta,"El delito CNP 22300 se relaciona con la responsabilidad de personas jurídicas, lo que se alinea con el código ICCS 804, que abarca actos contrarios a disposiciones regulatorias, incluyendo delitos de personas jurídicas. No se aplican exclusiones que descarten este código.",
22400,Infracciones a la Ley de Administración Provisional de Sostenedores Educacionales,"Sanciona al que sin autorización del administrador provisional o de cierre, con posterioridad a la designación de éste, ejerza cualquier autoridad que corresponda a funciones directivas, llámese esta asamblea de socios, directorio, junta directiva, gerente general, rector o cualquier otra equivalente; y al que celebre cualquier acto o contrato sobre bienes destinados a la prestación del servicio educativo, que utilice la institución de educación superior sometida a administración provisional o de cierre. Art. 30.",ADMINISTRACIÓN PROVISIONAL DE SOSTENEDORES EDUCACIONALES,8049,Otros actos contra la administración pública o contra disposiciones regulatorias,alta,"El delito CNP se relaciona con actos que violan disposiciones regulatorias sobre la administración provisional de instituciones educativas. El código ICCS 8049 abarca 'otros actos contra la administración pública o contra disposiciones regulatorias', lo cual es compatible con el marco legal del delito. No se aplican exclusiones que descarten este código.",
22401,Infracciones al sistema de aseguramiento de la calidad de la educación (lucro en la educación),Sanciona a quien retarde u omita en la presentación de  declaraciones juradas que señala la Ley (en relación con art. 97 N° 1 del Código tributario) o que las  que presente fueren maliciosamente falsas (en relación con el art. 97 N° 4 (del Código tributario). Artículo 54 bis.,SISTEMA DE ASEGURAMIENTO DE LA CALIDAD DE LA EDUCACIÓN,804,Actos contrarios a las disposiciones relativas a los ingresos públicos u otras disposiciones regulatorias,alta,"El delito CNP se relaciona con la presentación de declaraciones juradas falsas, lo que se alinea con la evasión de impuestos y otros actos contrarios a las disposiciones regulatorias, incluidos en el ICCS 804. No se aplican exclusiones relevantes que descarten este código.",
22403,Desempeñar funciones de vigilantes privados fuera de los casos contemplados en esta ley.,"Se castiga a toda persona natural o jurídica proporcionar u ofrecer, bajo cualquier forma o denominación, servicios de personas que porten o utilicen armas de fuego, con excepción de las empresas de transporte de valores autorizadas en conformidad con esta ley. Esta prohibición se extiende a las convenciones destinadas a proporcionar personal para cumplir labores de vigilancia privada y a los procesos de publicidad, reclutamiento, selección, formación y traslado para tales fines. Además, la infracción de esta prohibición será sancionada con la pena de presidio menor en sus grados mínimo a medio, con multa de 1.000 a 2.000 unidades tributarias mensuales y con la pena accesoria de inhabilitación perpetua para desempeñar actividades de seguridad privada. En caso de reincidencia, multa de 2.000 a 4.000 unidades tributarias mensuales. Se castigan al personal de las empresas de seguridad privada que infrinja el deber de reserva de toda información que dispongan o que le haya sido proporcionada en razón de los servicios que prestan, hasta por un período de cuatro años contado desde que haya cesado la prestación de los servicios. La infracción, además, se castigará con multa de 6 a 10 unidades tributarias mensuales.""",INFRACCIÓN A OTROS TEXTOS LEGALES,9011,Posesión o uso de armas y explosivos,alta,"El delito CNP se centra en la prohibición de ofrecer servicios de vigilancia privada que incluyen el uso de armas de fuego, lo cual se relaciona con la posesión o uso ilícitos de armas y explosivos. El código ICCS 9011 abarca esta situación, ya que incluye la posesión o uso ilícitos de armas de fuego, otras armas o explosivos, y se ajusta al marco de seguridad pública. No se aplican exclusiones que descarten este código.",
22404,Infracción para servidores públicos por divulgación de información reservada,Se castigan a los servidores públicos que se desempeñen en la Subsecretaría de Prevención del Delito deberán guardar secreto o reserva de la información de que tomen conocimiento en el ejercicio de sus funciones. Esta obligación se mantendrá hasta por cuatro años después de que hayan cesado en su cargo.,INFRACCIÓN A OTROS TEXTOS LEGALES,903,Actos contra sistemas informáticos,alta,"El delito CNP se refiere a la divulgación de información reservada por parte de servidores públicos, lo que se alinea con el acceso o interceptación ilícita a datos informáticos, descrito en el código ICCS 903. No se aplican exclusiones relevantes, ya que el delito no implica fraude, engaño o corrupción, ni actos contra la seguridad del Estado.",
22405,Infracción al deber de reserva,"Se castigará a los funcionarios y funcionarias de la Agencia y del CSIRT Nacional, de Defensa o de los que pertenezcan a organismos de la Administración del Estado y a los que, sin ser funcionarios o funcionarias de la Agencia, tomaren conocimiento de las solicitudes para la ejecución de procedimientos especiales de obtención de información de los antecedentes que las justifiquen y de las resoluciones judiciales  que hubieren tomado conocimiento de los antecedentes a que se refiere el inciso 1°, 2°y 4° del ART.33 de la LEY 21663, que revelen información del carácter secreto de su existencia y contenido, aun después del término de sus funciones en los respectivos servicios infracción de las siguientes obligaciones dispuestas en el Título IV de la Ley 21663 relativas al deber de reserva de la información dispuesta en el artículo 33 inciso 1, 2 y 4 de la misma ley. Asimismo, será castigada la Agencia que revele la información que llegue a conocer en el desempeño de sus funciones, cuando ella tenga tal calidad en virtud de una norma legal o porque requerida por ella, le sea entregada bajo tal calidad. Además, se le castigará en caso de no procurar el respeto a los derechos fundamentales de las personas, particularmente el respeto y resguardo del derecho a la vida privada y del derecho a la protección de datos personales.",INFRACCIÓN A OTROS TEXTOS LEGALES,9033,Interceptación o acceso ilícitos a datos informáticos,alta,"El delito CNP se refiere a la revelación de información confidencial, lo que se alinea con la interceptación o acceso ilícitos a datos informáticos (ICCS 9033), ya que ambos involucran la divulgación no autorizada de información sensible. Además, las exclusiones de ICCS 9033 no descartan el delito CNP, ya que no se menciona una situación que se ajuste a las exclusiones aplicables.",
22410,Ocultación o entrega de información falsa a Fiscalía Nacional Económica,"Sanciona a quienes, con el fin de dificultar, desviar o eludir el ejercicio de las atribuciones de la Fiscalía Nacional Económica, oculten información que les haya sido solicitada por la Fiscalía o le proporcionen información falsa.",LEY DE DEFENSA DE LA LIBRE COMPETENCIA,701,Fraude,alta,"El delito CNP se centra en la ocultación o entrega de información falsa a la Fiscalía Nacional Económica con el fin de dificultar o eludir su ejercicio de atribuciones. Este se alinea con el fraude definido en el ICCS 701, que incluye la obtención de beneficios o evasión de responsabilidades mediante medios engañosos. El ICCS 701 también abarca la suplantación, el robo de identidad y la representación engañosa de la identidad, lo cual se ajusta al móvil del delito CNP. Además, el ICCS 701 no excluye directamente este tipo de conducta, a diferencia de otros candidatos como 7041 (blanqueo de dinero) que se enfoca en la ocultación de bienes obtenidos ilegalmente, no en la falsificación de información.","fraude fiscal y fraude a la seguridad social (08041); insolvencia fraudulenta, utilización indebida de información privilegiada y otros actos contrarios a los reglamentos comerciales financieros (08042); fraude electoral (08079); enriquecimiento ilícito (07035)"
22411,Colusión,"Sanciona al que celebre u ordene celebrar, ejecute u organice un acuerdo que involucre a dos o más competidores entre sí, para fijar precios de venta o de compra de bienes o servicios en uno o más mercados; a quienes limiten su producción o provisión; al que divida, asigne o reparta zonas o cuotas de mercado; o afecte el resultado de licitaciones realizadas por empresas públicas, privadas prestadoras de servicios públicos, u órganos públicos.",LEY DE DEFENSA DE LA LIBRE COMPETENCIA,8045,Manipulación del mercado o utilización indebida de información privilegiada,alta,"El delito CNP se refiere a la colusión entre competidores para fijar precios, limitar producción o dividir mercados, lo cual se alinea con la manipulación del mercado descrita en el ICCS 8045. La sección ICCS corresponde a actos contra el orden público, lo que es compatible con el marco del delito. No se aplican exclusiones relevantes que descarten este código.",
22412,Tráfico de residuos peligrosos (Ley 20.920),"Sanciona al que exporte, importe o maneje residuos peligrosos, prohibidos o sin contar con las autorizaciones para ello. Art. 44 Ley 20.920",INFRACCIÓN A OTROS TEXTOS LEGALES,10022,Actos relacionados con el traslado o vertimiento transfronterizos de desechos,alta,"El delito CNP se refiere al tráfico de residuos peligrosos, lo cual se alinea con el código ICCS 10022 que abarca el traslado o vertimiento transfronterizos de desechos. La sección ICCS correspondiente (Actos contra el entorno natural) es compatible con el marco del delito. No se aplican exclusiones que descarten este código.",
22413,Falsificación de rótulos o certificados,"Sanciona la falsificación o utilización maliciosa de los certificados, rótulos o etiquetas otorgados por el Ministerio de Medio Ambiente.",INFRACCIÓN A OTROS TEXTOS LEGALES,702,Falsificación,alta,"El delito CNP se refiere a la falsificación de certificados o rótulos, lo cual se alinea con la definición de 'Falsificación' en el ICCS 702, que abarca la creación o posesión de imitaciones no autorizadas. La exclusión de 'utilización de un visado falsificado' (0805) no aplica en este caso, ya que el delito no implica visados. La sección ICCS correspondiente (Actos que conllevan fraude, engano o corrupción) también es compatible con el móvil del delito.",
22499,Otros delitos D.L. 211,Sanciona cualquier otro delito sancionado en el DL 211.,LEY DE DEFENSA DE LA LIBRE COMPETENCIA,11021,Delitos en razón de la condición de menor de edad,alta,"El delito CNP 22499 se refiere a otros delitos sancionados en el DL 211, que está relacionado con la protección de menores. El código ICCS 11021 corresponde a delitos en razón de la condición de menor de edad, lo cual es compatible con el marco legal del DL 211. No hay exclusiones que descarten este código para el delito descrito.",
22500,Infracciones a la inversión extranjera directa en Chile. Ley 20.848,"Sanciona la obtención maliciosa de la exención tributaria de que trata este número, mediante la presentación de documentos u otros antecedentes erróneos, incompletos o falsos",INFRACCIÓN A OTROS TEXTOS LEGALES,701,Fraude,alta,"El delito CNP se centra en la obtención maliciosa de exención tributaria mediante documentos falsos, lo que se alinea con el fraude como movil principal. El código ICCS 701 (Fraude) incluye la obtención de beneficios mediante engaño o conducta deshonesta, lo cual se ajusta al delito descrito. No se aplican exclusiones que descarten este código.",
22600,Desatender el llamado a reclutamiento D.L. 2306,Sanciona al que no concurre a las citaciones que las autoridades de reclutamiento les hicieren para los efectos de su selección.,INFRACCIÓN A OTROS TEXTOS LEGALES,8062,Incumplimiento de órdenes judiciales,alta,"El delito CNP se refiere a la no concurrencia a citaciones de reclutamiento, lo cual se alinea con el incumplimiento de órdenes judiciales (ICCS 8062), que incluye la violación de órdenes judiciales. El delito no se ajusta a la sección de reclutamiento de niños (110135) ni a actos contra el sistema de justicia (806), ya que no implica un acto contra el sistema de justicia en sí, sino la no cumplimiento de una citación. Las exclusiones de 806 no aplican en este caso.",
22601,Remisos (reclutamiento) D.L.2306,Sanciona a los remisos o seleccionados que no se presenten a reconocer cuartel para cumplir con el servicio militar,INFRACCIÓN A OTROS TEXTOS LEGALES,904,Actos contra la seguridad del Estado,alta,"El delito CNP se relaciona con el servicio militar y la falta de cumplimiento de obligaciones, lo cual se incluye en la sección ICCS 904 (Actos contra la seguridad del Estado). La inclusión menciona 'delitos relacionados con el servicio militar que no equivalen a crímenes de guerra', lo cual se ajusta al delito CNP.",delitos militares que no estén relacionados con el servicio militar
22700,Infracciones Ley 21.063 que crea un seguro para el acompañamiento de niños y niñas que padezcan ciertas enfermedades,Sanciona las infracciones a la Ley 21063 que crea un seguro para el acompañamiento de niños y niñas que padezcan ciertas enfermedades.,INFRACCIÓN A OTROS TEXTOS LEGALES,1102,Actos contrarios a las leyes u otras disposiciones sobre menores,alta,"El delito CNP se refiere a infracciones a leyes que protegen a menores, lo cual se alinea con la glosa de 1102 que abarca actos ilícitos definidos en leyes y reglamentos específicos que se refieren a los menores. No hay exclusiones que descarten este delito.",
22800,Infracciones a la Ley 21.075 sobre el mal uso de aguas grises,"Sanciona al que descargue sustancias químicas o cualquier otra que ponga en peligro la salud de las personas o afecte gravemente el funcionamiento de sistemas de recolección y tratamiento de las aguas grises, sea éste domiciliario o público, o que afecte su destino autorizado.",INFRACCIÓN A OTROS TEXTOS LEGALES,10012,Actos que causan la contaminación o degradación del agua,alta,"El delito CNP se relaciona con la contaminación del agua mediante la descarga de sustancias químicas, lo cual se alinea directamente con la glosa de 10012. Las exclusiones de 10012 no aplican al caso, ya que el delito no involucra traslado o vertimiento ilícitos de desechos, que son excluidos en ese código.",
22900,Infracciones a la Ley 21.086 que perfecciona los beneficios otorgados a bomberos,Sanciona al que fraudulentamente obtuviere o intentare obtener los beneficios consagrados en esta Ley le serán aplicables las penas previstas en los artículos 467 y siguientes del Código Penal.,INFRACCIÓN A OTROS TEXTOS LEGALES,701,Fraude,alta,"El delito CNP se centra en la obtención fraudulenta de beneficios, lo que se alinea con la definición de fraude en el ICCS 701. No se aplican exclusiones relevantes que descarten este código.",
23000,Infracciones a la Ley de Educación Superior,"Sanciona al funcionario de la Superintendencia que infrinja el deber de guardar absoluta reserva y secreto de las informaciones de las que tome conocimiento en el cumplimiento de sus labores, y abstenerse de utilizarlos en beneficio propio o de terceros, sin perjuicio de las informaciones y certificaciones que deba proporcionar de conformidad a la Ley. Además, sanciona al que, administrando a cualquier título recursos de una institución de educación superior, se interesare, directa o indirectamente, en cualquier negociación, acto, contrato u operación que involucre a la institución, con infracción a lo previsto en los artículos 71 a 77 de la Ley 21091.",INFRACCIÓN A OTROS TEXTOS LEGALES,8049,Otros actos contra la administración pública o contra disposiciones regulatorias,alta,"El delito CNP se relaciona con el incumplimiento de deberes de reserva y secreto por parte de un funcionario, lo que se alinea con el concepto de 'otros actos contra la administración pública o contra disposiciones regulatorias' en el ICCS 8049. Además, la sección del ICCS (Actos contra el orden público, la autoridad y las disposiciones del Estado) es compatible con el marco jurídico del delito. No se aplican exclusiones que descarten este código.",
23100,Infracciones a la Ley sobre Protección al Consumidor,Sanciona las infracciones a la Ley de protección al Consumidor.,INFRACCIÓN A OTROS TEXTOS LEGALES,1102,Actos contrarios a las leyes u otras disposiciones sobre menores,alta,"El delito CNP se refiere a infracciones a la Ley de protección al Consumidor, lo cual se relaciona con actos contrarios a leyes u otras disposiciones sobre menores, como la venta de alcohol o tabaco a menores, que están incluidas en 1102. La sección ICCS es compatible y las exclusiones no descartan el delito.",
23200,Infracciones a la Ley 19.132 sobre TVN,Sanciona las infracciones cometidas en contra de la Ley 19.132 sobre Televisión Nacional de Chile.,INFRACCIÓN A OTROS TEXTOS LEGALES,1102,Actos contrarios a las leyes u otras disposiciones sobre menores,alta,"El delito CNP se refiere a infracciones a la Ley 19.132 sobre Televisión Nacional de Chile, lo cual se relaciona con la aplicación de leyes específicas sobre menores, lo que se alinea con la glosa de 1102. No hay exclusión que descarte este delito.",
23300,Infracciones a la Ley 18.287 sobre Juzgado de Policía Local,Sanciona las infracciones en la Ley 18.287 sobre Juzgado de Policía Local y la comercialización de registro de pasajeros infractores.,INFRACCIÓN A OTROS TEXTOS LEGALES,8062,Incumplimiento de órdenes judiciales,alta,"El delito CNP 23300 se refiere a infracciones a la Ley 18.287 sobre Juzgado de Policía Local y la comercialización de registros de pasajeros infractores. Esto se relaciona con el incumplimiento de órdenes judiciales o normas legales que regulan el funcionamiento del sistema de justicia. El código ICCS 8062 se refiere específicamente al incumplimiento de órdenes judiciales, lo cual incluye la violación de órdenes de detención, libertad bajo fianza, etc., que son relevantes para el contexto del CNP. No se aplican exclusiones que descarten este código.",
23400,Infracciones a la Ley 19.220 sobre establecimiento de bolsas de productos agropecuarios,Sanciona las infracciones a la Ley 19.220 que regula establecimiento de bolsas de productos agropecuarios.,INFRACCIÓN A OTROS TEXTOS LEGALES,602,"Actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",alta,"El delito CNP se refiere a infracciones a la Ley 19.220 sobre establecimiento de bolsas de productos agropecuarios, lo cual se relaciona con la regulación de productos sujetos a fiscalización. El código ICCS 602 abarca actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización, lo que se ajusta al marco del delito nacional. Además, las exclusiones del código 602 no descartan el delito CNP, ya que no se menciona explícitamente una exclusión que lo afecte.",
23500,Infracciones a la Ley de Identidad de Género,Sanciona las infracciones a la ley 21.120 que Reconoce y da protección al derecho a la identidad de género.,INFRACCIÓN A OTROS TEXTOS LEGALES,210,Discriminación,alta,"El delito CNP 23500 se relaciona con la discriminación por identidad de género, lo que se alinea con la definición de discriminación en el ICCS 210. La inclusión de discriminación basada en género en el ICCS 2102 también respalda esta clasificación. No hay exclusiones que descarten este delito en el contexto del ICCS 210.",
23600,Financiamiento ilegal de candidaturas o de partidos políticos,"ART. 30 DFL. 3 Ley 19.884 sobre trasparencia, límites y control de gastos electorales",INFRACCIÓN A OTROS TEXTOS LEGALES,8079,Otros actos relacionados con las elecciones democráticas,alta,"El delito CNP se relaciona con la financiación ilegal de candidaturas o partidos políticos, lo que se encauza en la sección ICCS de actos contra el orden público, la autoridad y las disposiciones del Estado. El código 8079 incluye la violación de las leyes de financiación de campañas electorales, lo cual coincide con el delito descrito. No se aplican exclusiones que descarten este código.",
23601,Mal uso de fondos fiscales para financiamiento de partido político,"ART. 30 DFL. 3 Ley 19.884 sobre trasparencia, límites y control de gastos electorales. Sanciona al que utiliza los aportes o fondos obtenidos del Fisco para el financiamiento de un partido político, en una finalidad distinta a la cual están destinados",INFRACCIÓN A OTROS TEXTOS LEGALES,807,Actos relacionados con las elecciones democráticas,alta,"El delito CNP se relaciona con la violación de leyes de financiación de campañas electorales, lo cual se incluye en el ICCS 807. El código 807 abarca actos relacionados con las elecciones democráticas, incluyendo la violación de las leyes de financiación de campañas electorales, lo cual coincide con la descripción del delito CNP.",
23602,Rendición falsa de cuenta electoral,"ART. 31 DFL. 3 Ley 19.884 sobre trasparencia, límites y control de gastos electorales. Sanciona al administrador electoral, el administrador general electoral o el administrador general de fondos de un partido político que, a sabiendas, en sus rendiciones de cuentas al Servicio Electoral proporcione antecedentes falsos o certifique hechos falsos.",INFRACCIÓN A OTROS TEXTOS LEGALES,8079,Otros actos relacionados con las elecciones democráticas,alta,"El delito CNP se relaciona con la falsificación de cuentas en el contexto electoral, lo cual se incluye en el ICCS 8079 como 'Otros actos relacionados con las elecciones democráticas'. La sección ICCS corresponde al marco legal del delito, y la inclusión menciona explícitamente 'violación de las leyes de financiación de campañas electorales', lo cual se alinea con la falsificación de cuentas electorales. No se aplican exclusiones que descarten este código.",
23700,Infracciones a la Ley de portabilidad financiera,"Sanciona al que, con perjuicio de tercero, cometiere alguna de las falsedades señaladas en el artículo 193 del Código Penal (falsificación de firma, alterando fechas, documentos, etc.), en cualquier documento que deba emitirse, entregarse o suscribirse en virtud de la portabilidad financiera. Asimismo, castiga al que maliciosamente hiciere uso de los instrumentos falsos o documentos adulterados.",INFRACCIÓN A OTROS TEXTOS LEGALES,7023,Actos de falsificación de documentos,alta,"El delito CNP se enfoca en la falsificación de documentos, incluyendo la alteración de fechas, firmas y otros elementos, lo cual se alinea directamente con la glosa de 7023. Además, las inclusiones de 7023 mencionan falsificación de firmas, lo cual coincide con el artículo 193 del CNP. No hay exclusiones que descarten este código en relación con el delito descrito.",
23725,Percepción ilegal de pensión garantizada universal,"Todo aquel que, con el objeto de percibir el beneficio de la Ley de pensión garantizada universal, para sí o para terceros, proporcione, declare o entregue a sabiendas datos o antecedentes falsos, incompletos o erróneos.",INFRACCIÓN A OTROS TEXTOS LEGALES,7019,Otros actos de fraude,alta,"El delito CNP se centra en la falsificación de datos para obtener un beneficio, lo cual se alinea con la definición de 'Otros actos de fraude' en el ICCS 7019. Este código incluye la representación engañosa de la identidad o situación profesional, suplantación y fraude relacionado con seguros, lo cual se ajusta al fraude en la percepción de una pensión garantizada universal. No se aplica ninguna exclusión relevante.",
23750,Revelación del secreto del sistema de búsqueda de personas desaparecidas,"Sanciona a quien revele o consienta en revelar la información del sistema de búsqueda de personas desaparecidas de la ley 21.500 y/o al funcionario público que, en el desempeño de su cargo, revele o consienta en que otro tome conocimiento de información contenida en dicho Sistema a la cual haya accedido con ocasión del ejercicio de ese cargo",INFRACCIÓN A OTROS TEXTOS LEGALES,904,Actos contra la seguridad del Estado,alta,"El delito CNP se relaciona con la revelación de secretos oficiales, lo cual se incluye en el ICCS 904 (Actos contra la seguridad del Estado). La sección ICCS es compatible, y el móvil del delito es la revelación de información sensible, que se alinea con el concepto de actos contra la seguridad del Estado.",
23775,"Sustracción, ruptura de redes, comercialización de especies de cultivo","Sanciona la sustracción de especies, la ruptura maliciosa de redes y toda acción que provoque o pueda provocar el escape de ejemplares desde centros de cultivo. También sanciona al que conociendo su origen o no pudiendo menos que conocerlo tenga en su poder, a cualquier título, especies salmonídeas obtenidas en vulneración a la normativa vigente, las transporte, compre, venda, transforme o comercialice en cualquier forma, aun cuando ya hubiese dispuesto de ellas.",INFRACCIÓN A OTROS TEXTOS LEGALES,10032,Comercio o posesión de especies animales prohibidas o controladas,alta,"El delito CNP se centra en la comercialización, transporte y posesión de especies salmonídeas obtenidas en vulneración a la normativa, lo que se alinea con la glosa de 10032 que menciona comercio o posesión de especies animales prohibidas o controladas. Además, la nota 140 define especies prohibidas como aquellas que entran en peligro para las personas o afectan el medio ambiente, lo cual se ajusta al contexto del delito CNP.",Hurto de mascotas (050221); delitos relacionados con el tratamiento o la cría de animales (10091); robo de ganado (04014); hurto de ganado (05025)
23785,Homicidio a funcionario de las Fuerzas Armadas en desempeño de funciones de resguardo de la seguridad pública,"El que mate a un miembro de las Fuerzas Armadas, en razón de su función de resguardo de la seguridad pública.",INFRACCIÓN A OTROS TEXTOS LEGALES,908,Otros actos contra la seguridad pública y la seguridad del Estado,alta,"El delito CNP se enmarca en actos contra la seguridad pública y la seguridad del Estado, ya que el homicidio se comete contra un funcionario de las Fuerzas Armadas en desempeño de funciones de resguardo de la seguridad pública. El código 908 abarca actos que pueden poner en peligro la seguridad pública y la seguridad del Estado, lo cual se ajusta al móvil del delito. El código 101, aunque relacionado con homicidio intencional, no abarca el contexto de seguridad pública y seguridad del Estado, que es clave en este caso.",Aplicar todas las exclusiones enumeradas en 0901 a 0907
23786,Maltrato de obra a funcionario de las Fuerzas Armadas en desempeño de funciones de resguardo de la seguridad pública,"El que hiera, golpee o maltrate de obra a un funcionario de las Fuerzas Armadas, en razón de su función de resguardo de la seguridad pública",INFRACCIÓN A OTROS TEXTOS LEGALES,908,Otros actos contra la seguridad pública y la seguridad del Estado,alta,"El delito CNP se centra en el maltrato a un funcionario de las Fuerzas Armadas en ejercicio de sus funciones de seguridad pública. El código ICCS 908 abarca otros actos contra la seguridad pública y la seguridad del Estado, lo cual incluye actos que pueden poner en peligro la seguridad pública, lo cual se alinea con el móvil del delito. No se aplican exclusiones que descarten este código.",
